nombre campaña,fecha inicio,fecha fin,inversión,retorno inversión,tipo,audiencia target,canal,ratio conversión,facturación,duración días,categoría duración,beneficio neto,campaña exitosa,categoría inversión,categoría beneficio
Organic multi-tasking hardware,2022-11-28,2024-02-12,"50.412,87","0,91",social media,B2B,promotion,"0,27","334.303,84",441.0,media,"283.890,97",Sí,medio,bajo
Switchable solution-oriented success,2023-06-13,2024-03-06,"93.586,76","0,96",social media,B2C,organic,"0,87","601.987,53",267.0,corta,"508.400,77",Sí,alto,medio
Multi-channeled 5thgeneration methodology,2023-01-19,2024-02-28,"7.401,50","0,90",podcast,B2B,organic,"0,12","537.274,20",405.0,media,"529.872,70",Sí,bajo,medio
Object-based scalable utilization,2023-01-29,2023-12-01,"97.845,91","0,18",webinar,B2B,paid,"0,63","985.580,90",306.0,media,"887.734,99",Sí,alto,alto
Operative tangible firmware,2023-04-19,2024-06-25,"77.555,40","0,80",email,B2C,organic,"0,21","613.448,30",433.0,media,"535.892,90",Sí,alto,medio
Up-sized user-facing secured line,2022-10-02,2023-10-29,"11.168,71","0,80",social media,B2C,promotion,"0,20","277.549,41",392.0,media,"266.380,70",Sí,bajo,bajo
Upgradable transitional data-warehouse,2023-06-29,2023-12-13,"47.198,52","0,59",social media,B2C,referral,"0,67","558.302,11",167.0,corta,"511.103,59",Sí,medio,medio
User-friendly client-driven service-desk,2023-01-06,2023-12-11,"36.800,58","0,40",sin datos,B2C,promotion,"0,52","206.241,46",339.0,media,"169.440,88",Sí,medio,bajo
NEW CAMPAIGN - Missing Budget,2023-10-01,2024-01-15,"47.198,52","0,25",email,B2B,organic,"0,55","45.000,00",106.0,corta,"-2.198,52",No,medio,bajo
Typo in Date,,,"50.000,00","0,65",webinar,B2C,promotion,"0,90","320.000,00",sin datos,sin datos,"270.000,00",Sí,medio,bajo
Duplicate Campaign,2023-04-01,2024-02-23,"8.082,30","0,35",email,B2B,organic,"0,40","709.593,48",328.0,media,"701.511,18",Sí,bajo,alto
Outlier Budget,2023-07-01,2024-03-01,"9.999.999,00","0,10",email,B2B,promotion,"0,20","50.000,00",244.0,corta,"-9.949.999,00",No,alto,bajo
Cloud-based scalable solution,,2023-12-31,"50.000,00","0,53",event,B2C,paid,"0,30","120.000,00",sin datos,sin datos,"70.000,00",Sí,medio,bajo
Broken-date campaign,,2024-01-01,"25.000,00","0,45",email,B2B,organic,"0,55","87.500,00",sin datos,sin datos,"62.500,00",Sí,bajo,bajo
Null-heavy campaign,2023-01-01,,"47.198,52","0,53",B2B,social media,sin datos,"0,55","519.906,22",sin datos,sin datos,"472.707,70",Sí,medio,medio
Future campaign,2025-01-01,2025-06-01,"75.000,00","0,90",webinar,B2C,promotion,"0,65","200.000,00",151.0,corta,"125.000,00",Sí,alto,bajo
Extra long name campaign test,2023-04-15,2023-09-15,"30.000,00","0,25",email,sin datos,paid,"0,40","45.000,00",153.0,corta,"15.000,00",Sí,bajo,bajo
No revenue campaign,2023-02-01,2023-08-01,"20.000,00","0,30",social media,B2B,organic,"0,50","519.906,22",181.0,corta,"499.906,22",Sí,bajo,medio
Random mess,2023-06-06,,"100.000,00","0,53",podcast,sin datos,referral,"0,55","300.000,00",sin datos,sin datos,"200.000,00",Sí,alto,bajo
Invalid budget,2022-12-01,2023-06-01,"47.198,52","0,53",email,B2C,promotion,"0,20","50.000,00",182.0,corta,"2.801,48",Sí,medio,bajo
Overlapping dates,2023-03-01,2022-12-31,"60.000,00","0,60",webinar,B2B,paid,"0,70","90.000,00",-60.0,corta,"30.000,00",Sí,alto,bajo
Too many conversions,2023-05-01,2023-11-01,"40.000,00","0,80",social media,B2C,organic,"1,50","120.000,00",184.0,corta,"80.000,00",Sí,medio,bajo
